CurveSurface,CurveType,Name,ID,Datum,Relative Curve,RiskMetrics Link,Term Interp,Time Interp,CurveUnit,Surface,
,,,,,,,,,,0,0.0421,
,Index,C10670810_NASDAQ_BRDT_0,C10670810_NASDAQ_BRDT_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.195,
,Index,C10677610_NASDAQ_BBEP_0,C10677610_NASDAQ_BBEP_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,22.52,
,Index,C10678P10_NASDAQ_BECC_0,C10678P10_NASDAQ_BECC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.645,
,Index,C10807M10_NYSE_BPI_0,C10807M10_NYSE_BPI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,11.97,
,Index,C10904310_NYSE_BGG_0,C10904310_NYSE_BGG_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,20.04,
,Index,C10921T10_NASDAQ_BCOV_0,C10921T10_NASDAQ_BCOV_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,6.08,
,Index,C10964110_NYSE_EAT_0,C10964110_NYSE_EAT_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,50.44,
,Index,C10970310_NASDAQ_BNXR_0,C10970310_NASDAQ_BNXR_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.0195,
,Index,C11012210_NYSE_BMY_0,C11012210_NYSE_BMY_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,51.19,
,Index,C11039410_NYSE_BRS_0,C11039410_NYSE_BRS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,71.5,
,Index,C11044810_AMEX_BTI_0,C11044810_AMEX_BTI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,116.12,
,Index,C11101310_NASDAQ_BSYBY_0,C11101310_NASDAQ_BSYBY_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,57.051,
,Index,C11132010_NASDAQ_BRCM_0,C11132010_NASDAQ_BRCM_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,41.04,
,Index,C11133B40_NASDAQ_BSFT_0,C11133B40_NASDAQ_BSFT_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,22.96,
,Index,C11133T10_NYSE_BR_0,C11133T10_NYSE_BR_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,43.19,
,Index,C11161T20_NASDAQ_BWEN_0,C11161T20_NASDAQ_BWEN_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,8.66,
,Index,C11162130_NASDAQ_BRCD_0,C11162130_NASDAQ_BRCD_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,10.41,
,Index,C11246310_NYSE_BKD_0,C11246310_NYSE_BKD_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,34.5,
,Index,C11258510_NYSE_BAM_0,C11258510_NYSE_BAM_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,47.03,
,Index,C11434010_NASDAQ_BRKS_0,C11434010_NASDAQ_BRKS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,11.25,
,Index,C11523610_NYSE_BRO_0,C11523610_NYSE_BRO_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,32.92,
,Index,C11573610_NYSE_BWS_0,C11573610_NYSE_BWS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,29.82,
,Index,C11679410_NASDAQ_BRKR_0,C11679410_NASDAQ_BRKR_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,21.0,
,Index,C11704310_NYSE_BC_0,C11704310_NYSE_BC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,44.42,
,Index,C11776U30_NASDAQ_BSQR_0,C11776U30_NASDAQ_BSQR_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,4.09,
,Index,C11823010_NYSE_BPL_0,C11823010_NYSE_BPL_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,79.98,
,Index,C12008R10_NASDAQ_BLDR_0,C12008R10_NASDAQ_BLDR_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,6.86,
,Index,C12073840_NASDAQ_BZLFY_0,C12073840_NASDAQ_BZLFY_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,26.586,
,Index,C12122010_NYSE_BKW_0,C12122010_NYSE_BKW_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,32.31,
,Index,C12201710_NYSE_BURL_0,C12201710_NYSE_BURL_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,36.06,
,Index,C12315910_NASDAQ_BZYR_0,C12315910_NASDAQ_BZYR_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.1901,
,Index,C12467B30_NYSE_CJES_0,C12467B30_NYSE_CJES_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,28.05,
,Index,C12476510_NYSE_CAE_0,C12476510_NYSE_CAE_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,12.41,
,Index,C12480510_NYSE_CBZ_0,C12480510_NYSE_CBZ_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,8.5,
,Index,C12483010_NYSE_CBL_0,C12483010_NYSE_CBL_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,18.84,
,Index,C12485720_NYSE_CBS_0,C12485720_NYSE_CBS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,59.06,
,Index,C12503M10_NASDAQ_CBOE_0,C12503M10_NASDAQ_CBOE_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,53.97,
,Index,C12504G10_NYSE_IGR_0,C12504G10_NYSE_IGR_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,9.13,
,Index,C12504L10_NYSE_CBG_0,C12504L10_NYSE_CBG_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,31.14,
,Index,C12507110_NYSE_CDI_0,C12507110_NYSE_CDI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,15.68,
,Index,C12507E20_NASDAQ_CDEX_0,C12507E20_NASDAQ_CDEX_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.07,
,Index,C12508A10_NASDAQ_CDII_0,C12508A10_NASDAQ_CDII_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.0464,
,Index,C12514110_NASDAQ_CECE_0,C12514110_NASDAQ_CECE_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,14.52,
,Index,C12514G10_NASDAQ_CDW_0,C12514G10_NASDAQ_CDW_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,31.64,
,Index,C12526910_NYSE_CF_0,C12526910_NYSE_CF_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,253.08,
,Index,C12531Q10_NYSE_CGG_0,C12531Q10_NYSE_CGG_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,9.65,
,Index,C12541W20_NASDAQ_CHRW_0,C12541W20_NASDAQ_CHRW_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,67.51,
,Index,C12550910_NYSE_CI_0,C12550910_NYSE_CI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,96.01,
,Index,C12558180_NYSE_CIT_0,C12558180_NYSE_CIT_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,48.21,
,Index,C12561W10_NYSE_CNL_0,C12561W10_NYSE_CNL_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,56.59,
,Index,C12572Q10_NASDAQ_CME_0,C12572Q10_NASDAQ_CME_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,75.935,
,Index,C12589610_NYSE_CMS_0,C12589610_NYSE_CMS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,30.54,
,Index,C12590210_NASDAQ_CPICQ_0,C12590210_NASDAQ_CPICQ_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.0011,
,Index,C12611710_NYSE_CNA_0,C12611710_NYSE_CNA_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,38.27,
,Index,C12613210_NYSE_CEO_0,C12613210_NYSE_CEO_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,199.02,
,Index,C12615310_NYSE_CPL_0,C12615310_NYSE_CPL_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,18.31,
,Index,C12618T10_NASDAQ_CRAI_0,C12618T10_NASDAQ_CRAI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,27.44,
,Index,C12621E10_NYSE_CNO_0,C12621E10_NYSE_CNO_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,17.45,
,Index,C12626K20_NYSE_CRH_0,C12626K20_NYSE_CRH_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,23.76,
,Index,C12634910_NASDAQ_CSGS_0,C12634910_NASDAQ_CSGS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,27.34,
,Index,C12640810_NYSE_CSX_0,C12640810_NYSE_CSX_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,31.19,
,Index,C12642X10_NASDAQ_CTCM_0,C12642X10_NASDAQ_CTCM_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,9.59,
,Index,C12646R10_NYSE_CST_0,C12646R10_NYSE_CST_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,34.91,
,Index,C12648L10_NASDAQ_CTIC_0,C12648L10_NASDAQ_CTIC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,2.48,
,Index,C12650110_NYSE_CTS_0,C12650110_NYSE_CTS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,17.8,
,Index,C12660110_NASDAQ_CVV_0,C12660110_NASDAQ_CVV_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,13.8622,
,Index,C12662P10_NYSE_CVI_0,C12662P10_NYSE_CVI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,50.54,
,Index,C12663310_NYSE_UAN_0,C12663310_NYSE_UAN_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,15.26,
,Index,C12663P10_NYSE_CVRR_0,C12663P10_NYSE_CVRR_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,24.11,
,Index,C12665010_NYSE_CVS_0,C12665010_NYSE_CVS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,81.4,
,Index,C12673A10_NYSE_CYS_0,C12673A10_NYSE_CYS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,9.37,
,Index,C12673P10_NASDAQ_CA_0,C12673P10_NASDAQ_CA_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,29.27,
,Index,C12680430_NYSE_CAB_0,C12680430_NYSE_CAB_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,59.53,
,Index,C12686C10_NYSE_CVC_0,C12686C10_NYSE_CVC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,19.13,
,Index,C12705510_NYSE_CBT_0,C12705510_NYSE_CBT_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,54.4,
,Index,C12709710_NYSE_COG_0,C12709710_NYSE_COG_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,33.45,
,Index,C12709P10_NASDAQ_CCMP_0,C12709P10_NASDAQ_CCMP_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,42.29,
,Index,C12715030_NASDAQ_CACH_0,C12715030_NASDAQ_CACH_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.92,
,Index,C12719030_NYSE_CACI_0,C12719030_NYSE_CACI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,73.03,
,Index,C12738710_NASDAQ_CDNS_0,C12738710_NASDAQ_CDNS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,17.95,
,Index,C12753720_NASDAQ_CDZI_0,C12753720_NASDAQ_CDZI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,12.35,
,Index,C12763910_NASDAQ_KDUS_0,C12763910_NASDAQ_KDUS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,1.6,
,Index,C12763A10_NASDAQ_CSOC_0,C12763A10_NASDAQ_CSOC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,4.0E-4,
,Index,C12768610_NASDAQ_CZR_0,C12768610_NASDAQ_CZR_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,12.75,
,Index,C12768T10_NASDAQ_CACQ_0,C12768T10_NASDAQ_CACQ_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,10.47,
,Index,C12769A10_NASDAQ_PRSS_0,C12769A10_NASDAQ_PRSS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,3.67,
,Index,C12802T10_NYSE_DVR_0,C12802T10_NYSE_DVR_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.801,
,Index,C12803020_NASDAQ_CALM_0,C12803020_NASDAQ_CALM_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,81.04,
,Index,C12811L10_NASDAQ_CHW_0,C12811L10_NASDAQ_CHW_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,9.52,
,Index,C12811R10_NASDAQ_CLMS_0,C12811R10_NASDAQ_CLMS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,12.58,
,Index,C12812610_NASDAQ_CAMP_0,C12812610_NASDAQ_CAMP_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,19.86,
,Index,C12824610_NASDAQ_CVGW_0,C12824610_NASDAQ_CVGW_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,38.65,
,Index,C12960310_NYSE_CCC_0,C12960310_NYSE_CCC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,20.95,
,Index,C13078810_NYSE_CWT_0,C13078810_NYSE_CWT_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,23.98,
,Index,C13100M50_NYSE_CALX_0,C13100M50_NYSE_CALX_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,10.52,
,Index,C13119310_NYSE_ELY_0,C13119310_NYSE_ELY_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,7.63,
,Index,C13123E50_NASDAQ_CALD_0,C13123E50_NASDAQ_CALD_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,11.29,
,Index,C13123X10_NYSE_CPE_0,C13123X10_NYSE_CPE_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,9.3,
,Index,C13134730_NYSE_CPN_0,C13134730_NYSE_CPN_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,23.8,
,Index,C13147610_NASDAQ_CLMT_0,C13147610_NASDAQ_CLMT_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,28.31,
,Index,C13169Q10_NASDAQ_CALW_0,C13169Q10_NASDAQ_CALW_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,1.2,
,Index,C13174510_AMEX_CAK_0,C13174510_AMEX_CAK_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.6602,
,Index,C13201110_NYSE_CBM_0,C13201110_NYSE_CBM_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,22.65,
,Index,C13321L10_NYSE_CCJ_0,C13321L10_NYSE_CCJ_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,18.93,
,Index,C13342B10_NYSE_CAM_0,C13342B10_NYSE_CAM_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,70.47,
,Index,C13466Y10_NYSE_CCG_0,C13466Y10_NYSE_CCG_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,8.1,
,Index,C13470510_NASDAQ_CCRE_0,C13470510_NASDAQ_CCRE_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.05,
,Index,C13606910_NYSE_CM_0,C13606910_NYSE_CM_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,96.55,
,Index,C13637510_NYSE_CNI_0,C13637510_NYSE_CNI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,73.5,
,Index,C13638510_NYSE_CNQ_0,C13638510_NYSE_CNQ_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,40.75,
,Index,C13645T10_NYSE_CP_0,C13645T10_NYSE_CP_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,205.7,
,Index,C13663510_NASDAQ_CSIQ_0,C13663510_NASDAQ_CSIQ_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,39.31,
,Index,C13739U10_NASDAQ_CGIX_0,C13739U10_NASDAQ_CGIX_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,8.82,
,Index,C13764810_NASDAQ_CBIS_0,C13764810_NASDAQ_CBIS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.07,
,Index,C13765310_NASDAQ_CANV_0,C13765310_NASDAQ_CANV_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,3.02,
,Index,C13800630_NYSE_CAJ_0,C13800630_NYSE_CAJ_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,32.96,
,Index,C13876350_NASDAQ_CNYCD_0,C13876350_NASDAQ_CNYCD_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.054995,
,Index,C13959410_NASDAQ_CPLA_0,C13959410_NASDAQ_CPLA_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,63.03,
,Index,C14040H10_NYSE_COF_0,C14040H10_NYSE_COF_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,82.08,
,Index,C14047510_NYSE_CSU_0,C14047510_NYSE_CSU_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,22.45,
,Index,C14067D10_NASDAQ_CPST_0,C14067D10_NASDAQ_CPST_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,1.22,
,Index,C14067E50_NYSE_CMO_0,C14067E50_NYSE_CMO_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,13.27,
,Index,C14070F10_NASDAQ_CAPC_0,C14070F10_NASDAQ_CAPC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.0419,
,Index,C14070G10_NASDAQ_ROKO_0,C14070G10_NASDAQ_ROKO_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,1.24,
,Index,C14074Y20_NASDAQ_CCGI_0,C14074Y20_NASDAQ_CCGI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.7,
,Index,C14078110_NYSE_CRR_0,C14078110_NYSE_CRR_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,101.58,
,Index,C14115L20_NASDAQ_CABN_0,C14115L20_NASDAQ_CABN_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.0022,
,Index,C14133710_NASDAQ_CARB_0,C14133710_NASDAQ_CARB_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,11.39,
,Index,C14141R10_NASDAQ_CRDC_0,C14141R10_NASDAQ_CRDC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,1.08,
,Index,C14149Y10_NYSE_CAH_0,C14149Y10_NYSE_CAH_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,75.41,
,Index,C14159U30_NASDAQ_CRME_0,C14159U30_NASDAQ_CRME_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,6.77,
,Index,C14160X20_NASDAQ_CGNH_0,C14160X20_NASDAQ_CGNH_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.1378,
,Index,C14161H10_NASDAQ_CATM_0,C14161H10_NASDAQ_CATM_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,35.01,
,Index,C14170T10_NYSE_CFN_0,C14170T10_NYSE_CFN_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,46.05,
,Index,C14174310_NASDAQ_CRVW_0,C14174310_NASDAQ_CRVW_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.5,
,Index,C14233910_NYSE_CSL_0,C14233910_NYSE_CSL_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,83.58,
,Index,C14309L10_NASDAQ_CG_0,C14309L10_NASDAQ_CG_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,31.79,
,Index,C14313010_NYSE_KMX_0,C14313010_NYSE_KMX_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,52.84,
,Index,C14343640_NASDAQ_CKEC_0,C14343640_NASDAQ_CKEC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,33.11,
,Index,C14365830_NYSE_CCL_0,C14365830_NYSE_CCL_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,39.12,
,Index,C14365C10_NYSE_CUK_0,C14365C10_NYSE_CUK_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,38.82,
,Index,C14428510_NYSE_CRS_0,C14428510_NYSE_CRS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,53.36,
,Index,C14574X10_NASDAQ_TAST_0,C14574X10_NASDAQ_TAST_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,7.22,
,Index,C14622910_NYSE_CRI_0,C14622910_NYSE_CRI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,81.48,
,Index,C14712T10_NASDAQ_CUAU_0,C14712T10_NASDAQ_CUAU_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.027,
,Index,C14715420_NASDAQ_CACB_0,C14715420_NASDAQ_CACB_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,5.15,
,Index,C14744810_NASDAQ_CWST_0,C14744810_NASDAQ_CWST_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,4.42,
,Index,C14752810_NASDAQ_CASY_0,C14752810_NASDAQ_CASY_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,70.5,
,Index,C14754D10_NYSE_CSH_0,C14754D10_NYSE_CSH_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,43.56,
,Index,C14841110_NYSE_CAS_0,C14841110_NYSE_CAS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,9.83,
,Index,C14862Q10_NYSE_CSLT_0,C14862Q10_NYSE_CSLT_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,12.75,
,Index,C14888710_NASDAQ_CTRX_0,C14888710_NASDAQ_CTRX_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,48.92,
,Index,C14888U10_NASDAQ_CPRX_0,C14888U10_NASDAQ_CPRX_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,3.34,
,Index,C14890630_NASDAQ_CPCAY_0,C14890630_NASDAQ_CPCAY_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,9.264,
,Index,C14912310_NYSE_CAT_0,C14912310_NYSE_CAT_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,107.91,
