CurveSurface,CurveType,Name,ID,Datum,Relative Curve,RiskMetrics Link,Term Interp,Time Interp,CurveUnit,Surface,
,,,,,,,,,,0,13.19,
,Index,C42217K10_NYSE_HCN_0,C42217K10_NYSE_HCN_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,67.85,
,Index,C42218R10_NASDAQ_HDVY_0,C42218R10_NASDAQ_HDVY_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.021,
,Index,C42218Y10_NASDAQ_HEPI_0,C42218Y10_NASDAQ_HEPI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.123,
,Index,C42222G10_NYSE_HNT_0,C42222G10_NYSE_HNT_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,46.95,
,Index,C42222N10_NASDAQ_HSTM_0,C42222N10_NASDAQ_HSTM_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,26.24,
,Index,C42224510_NASDAQ_HWAY_0,C42224510_NASDAQ_HWAY_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,16.91,
,Index,C42225M10_NASDAQ_HRAA_0,C42225M10_NASDAQ_HRAA_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.0043,
,Index,C42227G20_NASDAQ_HEWA_0,C42227G20_NASDAQ_HEWA_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.1551,
,Index,C42234710_NASDAQ_HTLD_0,C42234710_NASDAQ_HTLD_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,24.16,
,Index,C42235N10_NYSE_HPY_0,C42235N10_NYSE_HPY_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,48.69,
,Index,C42270410_NYSE_HL_0,C42270410_NYSE_HL_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,2.92,
,Index,C42280610_NYSE_HEI_0,C42280610_NYSE_HEI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,49.85,
,Index,C42281910_NASDAQ_HSII_0,C42281910_NASDAQ_HSII_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,23.47,
,Index,C42330P10_NYSE_HLX_0,C42330P10_NYSE_HLX_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,26.05,
,Index,C42345210_NYSE_HP_0,C42345210_NYSE_HP_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,101.84,
,Index,C42366C10_AMEX_HEB_0,C42366C10_AMEX_HEB_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.32,
,Index,C42516630_NASDAQ_HLDCY_0,C42516630_NASDAQ_HLDCY_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,7.226,
,Index,C42628110_NASDAQ_JKHY_0,C42628110_NASDAQ_JKHY_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,57.98,
,Index,C42692710_NASDAQ_HTBK_0,C42692710_NASDAQ_HTBK_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,8.26,
,Index,C42709310_NASDAQ_HERO_0,C42709310_NASDAQ_HERO_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,3.35,
,Index,C42709650_NYSE_HTGC_0,C42709650_NYSE_HTGC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,15.21,
,Index,C42727E10_NASDAQ_HGBL_0,C42727E10_NASDAQ_HGBL_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.39,
,Index,C42782510_NYSE_HT_0,C42782510_NYSE_HT_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,6.82,
,Index,C42786610_NYSE_HSY_0,C42786610_NYSE_HSY_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,91.94,
,Index,C42805T10_NYSE_HTZ_0,C42805T10_NYSE_HTZ_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,28.5,
,Index,C42809H10_NYSE_HES_0,C42809H10_NYSE_HES_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,99.75,
,Index,C42829110_NYSE_HXL_0,C42829110_NYSE_HXL_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,39.83,
,Index,C42833L10_NYSE_HGG_0,C42833L10_NYSE_HGG_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,6.84,
,Index,C42856710_NASDAQ_HIBB_0,C42856710_NASDAQ_HIBB_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,43.78,
,Index,C42970V10_NASDAQ_HPGS_0,C42970V10_NASDAQ_HPGS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.0050,
,Index,C42983D10_NYSE_ONE_0,C42983D10_NYSE_ONE_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,3.72,
,Index,C43113X10_NASDAQ_HPJ_0,C43113X10_NASDAQ_HPJ_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,6.55,
,Index,C43128410_NYSE_HIW_0,C43128410_NYSE_HIW_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,42.79,
,Index,C43146610_NYSE_HIL_0,C43146610_NYSE_HIL_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,4.76,
,Index,C43157110_NYSE_HI_0,C43157110_NYSE_HI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,32.6,
,Index,C43274810_NYSE_HTH_0,C43274810_NYSE_HTH_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,20.54,
,Index,C43289P10_NASDAQ_HIMX_0,C43289P10_NASDAQ_HIMX_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,9.02,
,Index,C43300A10_NYSE_HLT_0,C43300A10_NYSE_HLT_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,25.68,
,Index,C43350710_NASDAQ_HIPP_0,C43350710_NASDAQ_HIPP_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.072,
,Index,C43576310_NYSE_HEP_0,C43576310_NYSE_HEP_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,35.82,
,Index,C43610610_NYSE_HFC_0,C43610610_NYSE_HFC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,49.83,
,Index,C43644010_NASDAQ_HOLX_0,C43644010_NASDAQ_HOLX_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,25.53,
,Index,C43689320_NASDAQ_HOMB_0,C43689320_NASDAQ_HOMB_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,30.7,
,Index,C43707610_NYSE_HD_0,C43707610_NYSE_HD_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,90.82,
,Index,C43713W10_NASDAQ_HMIN_0,C43713W10_NASDAQ_HMIN_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,30.32,
,Index,C43730610_NYSE_HME_0,C43730610_NYSE_HME_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,63.64,
,Index,C43739D30_NASDAQ_HOFD_0,C43739D30_NASDAQ_HOFD_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,51.0,
,Index,C43739Q10_NASDAQ_AWAY_0,C43739Q10_NASDAQ_AWAY_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,33.96,
,Index,C43742A10_NASDAQ_HMLA_0,C43742A10_NASDAQ_HMLA_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.07,
,Index,C43787210_NASDAQ_HTBI_0,C43787210_NASDAQ_HTBI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,15.1,
,Index,C43812830_NYSE_HMC_0,C43812830_NYSE_HMC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,33.85,
,Index,C43813W10_NASDAQ_HMNC_0,C43813W10_NASDAQ_HMNC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.011,
,Index,C43851610_NYSE_HON_0,C43851610_NYSE_HON_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,95.24,
,Index,C43858G10_NASDAQ_HKTV_0,C43858G10_NASDAQ_HKTV_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,7.1594,
,Index,C43903810_NASDAQ_HOFT_0,C43903810_NASDAQ_HOFT_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,15.2,
,Index,C43955530_NASDAQ_HOWWY_0,C43955530_NASDAQ_HOWWY_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,3.658,
,Index,C44027110_NASDAQ_HPTO_0,C44027110_NASDAQ_HPTO_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.1211,
,Index,C44032710_NYSE_HMN_0,C44032710_NYSE_HMN_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,29.24,
,Index,C44040E30_NASDAQ_HHWW_0,C44040E30_NASDAQ_HHWW_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,2.85,
,Index,C44044K30_NASDAQ_HRZL_0,C44044K30_NASDAQ_HRZL_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.395,
,Index,C44045210_NYSE_HRL_0,C44045210_NYSE_HRL_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,50.85,
,Index,C44047T10_NASDAQ_HZNP_0,C44047T10_NASDAQ_HZNP_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,10.35,
,Index,C44054310_NYSE_HOS_0,C44054310_NYSE_HOS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,39.78,
,Index,C44059110_NASDAQ_HNIN_0,C44059110_NASDAQ_HNIN_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.0025,
,Index,C44069430_NASDAQ_ZINC_0,C44069430_NASDAQ_ZINC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,19.31,
,Index,C44106010_NYSE_HSP_0,C44106010_NYSE_HSP_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,52.72,
,Index,C44106M10_NYSE_HPT_0,C44106M10_NYSE_HPT_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,29.4,
,Index,C44107P10_NYSE_HST_0,C44107P10_NYSE_HST_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,22.76,
,Index,C44244K10_NASDAQ_HWCC_0,C44244K10_NASDAQ_HWCC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,12.7,
,Index,C44248720_NYSE_HOV_0,C44248720_NYSE_HOV_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,4.35,
,Index,C44267D10_NYSE_HHC_0,C44267D10_NYSE_HHC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,155.09,
,Index,C44330410_NYSE_HNP_0,C44330410_NYSE_HNP_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,48.16,
,Index,C44332010_NASDAQ_HUBG_0,C44332010_NASDAQ_HUBG_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,43.95,
,Index,C44368310_NASDAQ_HCBK_0,C44368310_NASDAQ_HCBK_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,10.035,
,Index,C44378710_NASDAQ_HSON_0,C44378710_NASDAQ_HSON_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,3.74,
,Index,C44409710_NYSE_HPP_0,C44409710_NYSE_HPP_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,26.74,
,Index,C44414410_NASDAQ_HDSN_0,C44414410_NASDAQ_HDSN_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,3.15,
,Index,C44471710_NYSE_HGT_0,C44471710_NYSE_HGT_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,9.54,
,Index,C44485910_NYSE_HUM_0,C44485910_NYSE_HUM_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,129.55,
,Index,C44565810_NASDAQ_JBHT_0,C44565810_NASDAQ_JBHT_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,76.74,
,Index,C44615010_NASDAQ_HBAN_0,C44615010_NASDAQ_HBAN_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,9.955,
,Index,C44641310_NYSE_HII_0,C44641310_NYSE_HII_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,103.39,
,Index,C44701110_NYSE_HUN_0,C44701110_NYSE_HUN_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,27.35,
,Index,C44746210_NASDAQ_HURN_0,C44746210_NASDAQ_HURN_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,62.79,
,Index,C44810310_NASDAQ_HSQVY_0,C44810310_NASDAQ_HSQVY_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,14.916,
,Index,C44840710_NASDAQ_HTCH_0,C44840710_NASDAQ_HTCH_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,4.4,
,Index,C44894750_NYSE_IDT_0,C44894750_NYSE_IDT_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,15.74,
,Index,C44914V10_NASDAQ_HDII_0,C44914V10_NASDAQ_HDII_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.013,
,Index,C44915H10_NASDAQ_HYSR_0,C44915H10_NASDAQ_HYSR_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.0263,
,Index,C44919P50_NASDAQ_IACI_0,C44919P50_NASDAQ_IACI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,73.02,
,Index,C44925C10_NASDAQ_ICFI_0,C44925C10_NASDAQ_ICFI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,32.78,
,Index,C44930G10_NASDAQ_ICUI_0,C44930G10_NASDAQ_ICUI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,62.28,
,Index,C44949K10_NASDAQ_IEHC_0,C44949K10_NASDAQ_IEHC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,4.92,
,Index,C44949L10_AMEX_IEC_0,C44949L10_AMEX_IEC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,4.4501,
,Index,C44957510_AMEX_IG_0,C44957510_AMEX_IG_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,7.36,
,Index,C44969G10_NASDAQ_ICBU_0,C44969G10_NASDAQ_ICBU_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.0198,
,Index,C44980X10_NASDAQ_IPGP_0,C44980X10_NASDAQ_IPGP_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,67.89,
,Index,C44984A10_NASDAQ_IPCM_0,C44984A10_NASDAQ_IPCM_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,47.39,
,Index,C45004720_NYSE_IRS_0,C45004720_NYSE_IRS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,14.23,
,Index,C45031U10_NYSE_STAR_0,C45031U10_NYSE_STAR_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,14.9,
,Index,C45068B10_NYSE_ESI_0,C45068B10_NYSE_ESI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,8.55,
,Index,C45069V10_NASDAQ_ITUS_0,C45069V10_NASDAQ_ITUS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.245,
,Index,C45071R10_NASDAQ_XXIA_0,C45071R10_NASDAQ_XXIA_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,9.77,
,Index,C45091120_NYSE_ITT_0,C45091120_NYSE_ITT_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,49.24,
,Index,C45091310_NYSE_IAG_0,C45091310_NYSE_IAG_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,3.53,
,Index,C45103420_NASDAQ_IWEB_0,C45103420_NASDAQ_IWEB_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,2.0E-4,
,Index,C45104G10_NYSE_IBN_0,C45104G10_NYSE_IBN_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,54.34,
,Index,C45105510_NASDAQ_ICON_0,C45105510_NASDAQ_ICON_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,41.22,
,Index,C45110010_NASDAQ_IEP_0,C45110010_NASDAQ_IEP_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,109.81,
,Index,C45110710_NYSE_IDA_0,C45110710_NYSE_IDA_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,56.71,
,Index,C45167R10_NYSE_IEX_0,C45167R10_NYSE_IEX_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,77.41,
,Index,C45168D10_NASDAQ_IDXX_0,C45168D10_NASDAQ_IDXX_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,124.93,
,Index,C45168K30_NASDAQ_IDRA_0,C45168K30_NASDAQ_IDRA_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,2.76,
,Index,C45168L10_NASDAQ_IDLM_0,C45168L10_NASDAQ_IDLM_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.0604,
,Index,C45173010_NASDAQ_IRG_0,C45173010_NASDAQ_IRG_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,7.0,
,Index,C45173310_NASDAQ_HKUP_0,C45173310_NASDAQ_HKUP_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.013,
,Index,C45173410_NYSE_IHS_0,C45173410_NYSE_IHS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,140.73,
,Index,C45173E10_NASDAQ_IKAN_0,C45173E10_NASDAQ_IKAN_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.331,
,Index,C45173T10_NASDAQ_ILIM_0,C45173T10_NASDAQ_ILIM_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.0149,
,Index,C45230810_NYSE_ITW_0,C45230810_NYSE_ITW_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,88.0,
,Index,C45232710_NASDAQ_ILMN_0,C45232710_NASDAQ_ILMN_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,180.19,
,Index,C45245A10_NYSE_IMN_0,C45245A10_NYSE_IMN_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,3.08,
,Index,C45245E10_NYSE_IMAX_0,C45245E10_NYSE_IMAX_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,27.81,
,Index,C45245S10_NASDAQ_IWSY_0,C45245S10_NASDAQ_IWSY_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,2.3,
,Index,C45252110_NASDAQ_IMMR_0,C45252110_NASDAQ_IMMR_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,11.19,
,Index,C45253610_AMEX_IMUC_0,C45253610_AMEX_IMUC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.97,
,Index,C45253H10_NASDAQ_IMGN_0,C45253H10_NASDAQ_IMGN_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,11.62,
,Index,C45255330_NASDAQ_IMPUY_0,C45255330_NASDAQ_IMPUY_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,8.608,
,Index,C45256B10_NASDAQ_IPXL_0,C45256B10_NASDAQ_IPXL_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,24.88,
,Index,C45283320_NASDAQ_IHLDY_0,C45283320_NASDAQ_IHLDY_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,17.669,
,Index,C45290710_NASDAQ_IMMU_0,C45290710_NASDAQ_IMMU_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,3.24,
,Index,C45303840_AMEX_IMO_0,C45303840_AMEX_IMO_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,50.93,
,Index,C45308Q10_NASDAQ_IPRC_0,C45308Q10_NASDAQ_IPRC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.0199,
,Index,C45321L10_NYSE_IMPV_0,C45321L10_NYSE_IMPV_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,30.37,
,Index,C45322810_NASDAQ_IMDC_0,C45322810_NASDAQ_IMDC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.058,
,Index,C45327U10_NASDAQ_IMII_0,C45327U10_NASDAQ_IMII_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,1.05,
,Index,C45336E10_NASDAQ_SAAS_0,C45336E10_NASDAQ_SAAS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,9.04,
,Index,C45337C10_NASDAQ_INCY_0,C45337C10_NASDAQ_INCY_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,52.59,
,Index,C45343Y20_NASDAQ_IDNG_0,C45343Y20_NASDAQ_IDNG_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.0026,
,Index,C45378C10_NASDAQ_SNKTY_0,C45378C10_NASDAQ_SNKTY_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.03,
,Index,C45383610_NASDAQ_INDB_0,C45383610_NASDAQ_INDB_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,37.28,
,Index,C45383860_NASDAQ_IBCP_0,C45383860_NASDAQ_IBCP_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,12.12,
,Index,C45408910_NYSE_IFN_0,C45408910_NYSE_IFN_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,27.68,
,Index,C45569J10_NASDAQ_UPOT_0,C45569J10_NASDAQ_UPOT_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.66,
,Index,C45662N10_NASDAQ_IFNNY_0,C45662N10_NASDAQ_IFNNY_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,11.804,
,Index,C45665G30_NASDAQ_INFI_0,C45665G30_NASDAQ_INFI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,15.48,
,Index,C45665Q10_NASDAQ_IPCC_0,C45665Q10_NASDAQ_IPCC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,68.96,
,Index,C45666Q10_NASDAQ_INFA_0,C45666Q10_NASDAQ_INFA_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,33.5,
,Index,C45667G10_NASDAQ_INFN_0,C45667G10_NASDAQ_INFN_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,11.19,
,Index,C45672H10_NYSE_BLOX_0,C45672H10_NYSE_BLOX_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,14.56,
,Index,C45678410_NASDAQ_IFON_0,C45678410_NASDAQ_IFON_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,2.18,
,Index,C45678810_NYSE_INFY_0,C45678810_NYSE_INFY_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,61.75,
,Index,C45683710_NYSE_ING_0,C45683710_NYSE_ING_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,14.18,
,Index,C45685T20_NASDAQ_IFXY_0,C45685T20_NASDAQ_IFXY_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
