IR_Curve,409,76.7088,42.0737,25.79,23.0885,15.9641,14.8883,12.6215,10.734,10.2632,8.95444,7.86933,7.45101,7.16583,6.19058,5.54872,5.27514,5.07408,4.81049,0.7102,18
FX_Forward,78,16.2716,8.06907,6.42551,4.24428,3.57232,3.11531,2.72751,2.59141,2.42418,1.8511,1.81836,1.67901,1.58054,1.37796,1.32714,1.19796,1.08137,1.02278,0.799711,18
